ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
0,/Engine/EngineSky/T_Sky_Clouds_M,Texture2D,Hard,176354,None
0,/Engine/EngineSky/T_Sky_Stars,Texture2D,Hard,159839,None
0,/Engine/EngineSounds/Master,SoundClass,Hard,919,None
0,/Engine/Functions/Engine_MaterialFunctions01/Opacity/CameraDepthFade,MaterialFunction,Hard,1239,None
0,/Engine/Functions/Engine_MaterialFunctions01/Shading/ConvertFromDiffSpec,MaterialFunction,Hard,986,None
0,/Engine/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness,MaterialFunction,Hard,928,None
0,/Engine/Functions/Engine_MaterialFunctions01/Texturing/ScaleUVsByCenter,MaterialFunction,Hard,1623,None
0,/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/Textures/flipbook,Texture2D,Hard,11764,None
0,/Engine/Functions/Engine_MaterialFunctions02/ScreenResolution,MaterialFunction,Hard,1133,None
0,/Engine/Functions/Engine_MaterialFunctions02/Texturing/FlipBook,MaterialFunction,Hard,3150,None
0,/Engine/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs,MaterialFunction,Hard,3738,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components,MaterialFunction,Hard,1180,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat4Components,MaterialFunction,Hard,1196,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/CameraDirectionVector,MaterialFunction,Hard,1124,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/DepthFromWorldPosition,MaterialFunction,Hard,1741,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/MakeFloat2,MaterialFunction,Hard,1098,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/MakeFloat3,MaterialFunction,Hard,1106,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/Round,MaterialFunction,Hard,1677,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/Sign,MaterialFunction,Hard,1062,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/VectorLength,MaterialFunction,Hard,1083,None
0,/Engine/Functions/Engine_MaterialFunctions02/WorldPositionOffset/CameraOffset,MaterialFunction,Hard,1229,None
0,/Engine/Functions/Engine_MaterialFunctions03/Blends/Blend_Screen,MaterialFunction,Hard,2019,None
0,/Engine/Functions/Engine_MaterialFunctions03/Procedurals/ComputeFilterWidth,MaterialFunction,Hard,1008,None
0,/Engine/Maps/Entry,World,Hard,13134,None
0,/Engine/Maps/Entry_BuiltData,MapBuildDataRegistry,Hard,26967,None
0,/Engine/Maps/Templates/Thumbnails/Default,Texture2D,Hard,161280,None
0,/Engine/Maps/Templates/Thumbnails/VR-Basic,Texture2D,Hard,161282,None
0,/Engine/MapTemplates/Sky/DaylightAmbientCubemap,TextureCube,Hard,16778559,None
0,/Engine/MobileResources/HUD/AnalogHat,Texture2D,Hard,1661,None
0,/Engine/MobileResources/HUD/DefaultVirtualJoysticks,TouchInterface,Hard,2634,None
0,/Engine/MobileResources/HUD/LeftVirtualJoystickOnly,TouchInterface,Hard,2057,None
0,/Engine/MobileResources/HUD/MobileHUDButton1_off,Texture2D,Hard,2163,None
0,/Engine/MobileResources/HUD/MobileHUDButton1_on,Texture2D,Hard,2161,None
0,/Engine/MobileResources/HUD/MobileHUDButton2_off,Texture2D,Hard,3219,None
0,/Engine/MobileResources/HUD/MobileHUDButton2_on,Texture2D,Hard,3217,None
0,/Engine/MobileResources/HUD/MobileHUDButton3,Texture2D,Hard,1675,None
0,/Engine/MobileResources/HUD/MobileHUDButtonFire,Texture2D,Hard,3041,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad,Texture2D,Hard,8853,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad2,Texture2D,Hard,16247,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad3,Texture2D,Hard,16247,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionStick,Texture2D,Hard,3049,None
0,/Engine/MobileResources/HUD/T_Castle_ThumbstickInner,Texture2D,Hard,17636,None
0,/Engine/MobileResources/HUD/T_Castle_ThumbstickOutter,Texture2D,Hard,66790,None
0,/Engine/MobileResources/HUD/VirtualJoystick_Background,Texture2D,Hard,263400,None
0,/Engine/MobileResources/HUD/VirtualJoystick_Thumb,Texture2D,Hard,17630,None
0,/Engine/MobileResources/T_MobileControls_texture,Texture2D,Hard,119603,None
0,/Engine/MobileResources/T_MobileMenu2,Texture2D,Hard,119425,None
0,/Engine/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x,Texture2D,Hard,7709,None
0,/Engine/Tutorial/BlueprintTutorials/TutorialAssets/Blueprint_64x,Texture2D,Hard,17626,None
0,/Engine/Tutorial/ContentIntroCurve,CurveFloat,Hard,963,None
0,/Engine/VREditor/LaserPointer/VR_LaserPower_01,Texture2D,Hard,159733,None
0,/Engine/VREditor/TransformGizmo/BoundingBoxCorner,StaticMesh,Hard,15512,None
0,/Engine/VREditor/TransformGizmo/BoundingBoxEdge,StaticMesh,Hard,9212,None
0,/Engine/VREditor/TransformGizmo/Main,Material,Hard,37108,None
0,/Engine/VREditor/TransformGizmo/PlaneTranslationHandle,StaticMesh,Hard,14838,None
0,/Engine/VREditor/TransformGizmo/SM_Sequencer_Key,StaticMesh,Hard,52452,None
0,/Engine/VREditor/TransformGizmo/SM_Sequencer_Node,StaticMesh,Hard,11622,None
0,/Engine/VREditor/TransformGizmo/TransformGizmoMaterial,Material,Hard,12957,None
0,/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial,Material,Hard,31158,None
0,/Engine/VREditor/TransformGizmo/Xray,Material,Hard,212025,None
0,/Game/Game/Function/FadeInFeadOut/F_FadeIn,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Title/Title->/Game/Game/Function/FadeInFeadOut/F_FadeIn,2795,None
0,/Game/Game/Function/FadeInFeadOut/F_FadeOut,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Title/Title->/Game/Game/UI/Menus/Title/TransitionToPlay/BP_TransitionToPlayButton3DWidget->/Game/Game/UI/Menus/Title/TransitionToPlay/UI_TransitionToPlayButton->/Game/Game/Function/FadeInFeadOut/F_FadeOut,2782,None
0,/Game/Game/Level/Maps/Play/Play,World,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play,31307,None
0,/Game/Game/Level/Maps/Play/Play_BuiltData,MapBuildDataRegistry,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/Game/Level/Maps/Play/Play_BuiltData,138686,None
0,/Game/Game/Level/Maps/Title/Title,World,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Title/Title,36415,None
0,/Game/Game/Level/Maps/Title/Title_BuiltData,MapBuildDataRegistry,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Title/Title->/Game/Game/Level/Maps/Title/Title_BuiltData,114670,None
0,/Game/Game/MotionControllers/TitleMotioncController/BP_widgetInteractionMotionControllerLeft,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/Game/MotionControllers/TitleMotioncController/BP_widgetInteractionMotionControllerLeft,9831,None
0,/Game/Game/MotionControllers/TitleMotioncController/BP_widgetInteractionMotionControllerRight,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/Game/MotionControllers/TitleMotioncController/BP_widgetInteractionMotionControllerRight,9838,None
0,/Game/Game/UI/Menus/Title/TransitionToPlay/BP_TransitionToPlayButton3DWidget,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Title/Title->/Game/Game/UI/Menus/Title/TransitionToPlay/BP_TransitionToPlayButton3DWidget,6748,None
0,/Game/Game/UI/Menus/Title/TransitionToPlay/UI_TransitionToPlayButton,WidgetBlueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Title/Title->/Game/Game/UI/Menus/Title/TransitionToPlay/BP_TransitionToPlayButton3DWidget->/Game/Game/UI/Menus/Title/TransitionToPlay/UI_TransitionToPlayButton,13807,None
0,/Game/Geometry/Meshes/1M_Cube,StaticMesh,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/Geometry/Meshes/1M_Cube,7288,None
0,/Game/Geometry/Meshes/CubeMaterial,Material,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/Geometry/Meshes/1M_Cube->/Game/Geometry/Meshes/CubeMaterial,360290,None
0,/Game/VirtualReality/Mannequin/Animations/MannequinHand_Right_CanGrab,AnimSequence,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP->/Game/VirtualReality/Mannequin/Animations/RightGrip_BS->/Game/VirtualReality/Mannequin/Animations/MannequinHand_Right_CanGrab,2800,None
0,/Game/VirtualReality/Mannequin/Animations/MannequinHand_Right_Grab,AnimSequence,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP->/Game/VirtualReality/Mannequin/Animations/RightGrip_BS->/Game/VirtualReality/Mannequin/Animations/MannequinHand_Right_Grab,2794,None
0,/Game/VirtualReality/Mannequin/Animations/MannequinHand_Right_Open,AnimSequence,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP->/Game/VirtualReality/Mannequin/Animations/RightGrip_BS->/Game/VirtualReality/Mannequin/Animations/MannequinHand_Right_Open,2794,None
0,/Game/VirtualReality/Mannequin/Animations/RightGrip_BS,BlendSpace1D,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP->/Game/VirtualReality/Mannequin/Animations/RightGrip_BS,3411,None
0,/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP,AnimBlueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP,12358,None
0,/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat,Material,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right->/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat,646358,None
0,/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right,SkeletalMesh,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right,168483,None
0,/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right_PhysicsAsset,PhysicsAsset,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right_PhysicsAsset,2173,None
0,/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right_Skeleton,Skeleton,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Animations/RightHand_AnimBP->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right_Skeleton,3265,None
0,/Game/VirtualReality/Mannequin/Character/Textures/UE4_Mannequin__normals,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right->/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat->/Game/VirtualReality/Mannequin/Character/Textures/UE4_Mannequin__normals,5594162,None
0,/Game/VirtualReality/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Mannequin/Character/Mesh/MannequinHand_Right->/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat->/Game/VirtualReality/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA,627850,None
0,/Game/VirtualReality/Materials/M_ArcEndpoint,Material,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/M_ArcEndpoint,407442,None
0,/Game/VirtualReality/Materials/M_BaseMaterial,Material,Soft From Unassigned Package? Best Guess: /Game/VirtualRealityBP/Blueprints/BP_PickupCube->/Game/VirtualReality/Materials/MI_SmallCubes->/Game/VirtualReality/Materials/M_BaseMaterial,809172,None
0,/Game/VirtualReality/Materials/M_SplineArcMat,Material,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/M_SplineArcMat,94580,None
0,/Game/VirtualReality/Materials/M_TeleportPreviews,Material,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/MI_ChaperoneOutline->/Game/VirtualReality/Materials/M_TeleportPreviews,46651,None
0,/Game/VirtualReality/Materials/MF_OccludedPixels,MaterialFunction,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/M_ArcEndpoint->/Game/VirtualReality/Materials/MF_OccludedPixels,1794,None
0,/Game/VirtualReality/Materials/MI_BaseMaterial2,MaterialInstanceConstant,Soft From Unassigned Package? Best Guess: /Game/StarterContent/Maps/HMDLocomotionMap->/Game/VirtualReality/Materials/MI_BaseMaterial2,2643,None
0,/Game/VirtualReality/Materials/MI_BaseMaterial3,MaterialInstanceConstant,Soft From Unassigned Package? Best Guess: /Game/StarterContent/Maps/HMDLocomotionMap->/Game/VirtualReality/Materials/MI_BaseMaterial3,2363,None
0,/Game/VirtualReality/Materials/MI_ChaperoneOutline,MaterialInstanceConstant,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/MI_ChaperoneOutline,3016,None
0,/Game/VirtualReality/Materials/MI_SmallCubes,MaterialInstanceConstant,Soft From Unassigned Package? Best Guess: /Game/StarterContent/Maps/MotionControllerMap->/Game/VirtualRealityBP/Blueprints/BP_PickupCube->/Game/VirtualReality/Materials/MI_SmallCubes,2357,None
0,/Game/VirtualReality/Materials/MI_TeleportCylinderPreview,MaterialInstanceConstant,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/MI_TeleportCylinderPreview,3507,None
0,/Game/VirtualReality/Materials/TeleportMCP,MaterialParameterCollection,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Materials/M_ArcEndpoint->/Game/VirtualReality/Materials/TeleportMCP,1223,None
0,/Game/VirtualReality/Meshes/1x1_cube,StaticMesh,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Meshes/1x1_cube,7164,None
0,/Game/VirtualReality/Meshes/BeaconDirection,StaticMesh,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Meshes/BeaconDirection,30822,None
0,/Game/VirtualReality/Meshes/BeamMesh,StaticMesh,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Meshes/BeamMesh,29460,None
0,/Game/VirtualReality/Meshes/SM_FatCylinder,StaticMesh,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualReality/Meshes/SM_FatCylinder,20312,None
0,/Game/VirtualRealityBP/Blueprints/BP_MotionController,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController,84306,None
0,/Game/VirtualRealityBP/Blueprints/BP_PickupCube,Blueprint,Soft From Unassigned Package? Best Guess: /Game/StarterContent/Maps/MotionControllerMap->/Game/VirtualRealityBP/Blueprints/BP_PickupCube,7505,None
0,/Game/VirtualRealityBP/Blueprints/GripEnum,UserDefinedEnum,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualRealityBP/Blueprints/GripEnum,1289,None
0,/Game/VirtualRealityBP/Blueprints/MotionControllerHaptics,HapticFeedbackEffect_Curve,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualRealityBP/Blueprints/MotionControllerHaptics,1544,None
0,/Game/VirtualRealityBP/Blueprints/MotionControllerPawn,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn,36832,None
0,/Game/VirtualRealityBP/Blueprints/PickupActorInterface,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Game/Level/Maps/Play/Play->/Game/VirtualRealityBP/Blueprints/MotionControllerPawn->/Game/VirtualRealityBP/Blueprints/BP_MotionController->/Game/VirtualRealityBP/Blueprints/PickupActorInterface,1942,None
0,/Game/VirtualRealityBP/Maps/PlayerMoveTestMap,World,Soft From Unassigned Package? Best Guess: /Game/VirtualRealityBP/Maps/PlayerMoveTestMap,180683,None
0,/Game/VirtualRealityBP/Maps/PlayerMoveTestMap_BuiltData,MapBuildDataRegistry,Soft From Unassigned Package? Best Guess: /Game/VirtualRealityBP/Maps/PlayerMoveTestMap->/Game/VirtualRealityBP/Maps/PlayerMoveTestMap_BuiltData,2715932,None
0,/OculusVR/Materials/OculusMR_ChromaKey,Material,Soft From Unassigned Package? Best Guess: /OculusVR/Materials/OculusMR_ChromaKey,50055,None
0,/OculusVR/Materials/OculusMR_ChromaKey_Lit,Material,Soft From Unassigned Package? Best Guess: /OculusVR/Materials/OculusMR_ChromaKey_Lit,324795,None
0,/OculusVR/Materials/OculusMR_OpaqueColoredMaterial,Material,Soft From Unassigned Package? Best Guess: /OculusVR/Materials/OculusMR_OpaqueColoredMaterial,8804,None
0,/OculusVR/Materials/OculusMR_WhiteMaterial,Material,Soft From Unassigned Package? Best Guess: /OculusVR/Materials/OculusMR_WhiteMaterial,28918,None
0,/OculusVR/OculusMR_RenderTarget,TextureRenderTarget2D,Soft From Unassigned Package? Best Guess: /OculusVR/OculusMR_RenderTarget,967,None
0,/Paper2D/DefaultPaperTerrainMaterial,PaperTerrainMaterial,Hard,1472,None
0,/Paper2D/DefaultSpriteMaterial,Material,Hard,25581,None
0,/Paper2D/DummySprite,PaperSprite,Hard,2831,None
0,/Paper2D/MaskedUnlitSpriteMaterial,MaterialInstanceConstant,Hard,2194,None
0,/Paper2D/OpaqueUnlitSpriteMaterial,MaterialInstanceConstant,Hard,8819,None
0,/Paper2D/PlaceholderTextures/DummySpriteTexture,Texture2D,Hard,11744,None
